latitude,longitude,year,uid
25.175578,49.319296,2021,292
19.374944,56.499023,2021,293
28.975842,17.465554,2021,294
31.646216,5.991869,2021,295
25.491823,52.387366,2021,296
24.920809,51.561155,2021,297
35.458934,44.420504,2021,298
27.583264,18.469216,2021,299
29.190582,21.428737,2021,300
27.711903,52.199934,2021,301
26.692172,50.089028,2021,302
31.649617,49.268716,2021,303
30.487978,47.608653,2021,304
30.3475,50.304365,2021,305
30.328014,50.656955,2021,306
31.750519,5.227218,2021,307
28.891957,20.961176,2021,308
31.63128,6.062274,2021,309
23.31187,54.179084,2021,310
35.380519,40.304773,2021,311
26.635582,51.95268,2021,312
28.621113,49.632043,2021,313
30.45528,47.668799,2021,314
15.399183,46.7904,2021,315
32.349591,47.428397,2021,316
30.410009,50.592762,2021,317
30.476542,50.500354,2021,318
27.191649,30.989092,2021,319
22.878154,55.92598,2021,320
29.476474,49.391575,2021,321
25.937927,52.901684,2021,322
30.464918,50.481856,2021,323
27.05556,49.565415,2021,324
20.986173,57.798264,2021,325
29.330042,49.493872,2021,326
28.055993,19.912061,2021,327
25.189393,53.20617,2021,328
24.791712,49.410151,2021,329
28.635767,7.536791,2021,330
27.926827,9.106076,2021,331
29.883697,47.790055,2021,332
26.590464,51.999969,2021,333
29.851425,47.744567,2021,334
25.599916,54.425396,2021,335
36.936407,42.130741,2021,336
35.418182,44.220007,2021,337
33.066931,3.331919,2021,338
24.131374,52.703004,2021,339
20.558502,56.420414,2021,340
30.310662,50.685052,2021,341
33.996815,49.469624,2021,342
27.723171,9.879262,2021,343
25.381901,50.799622,2021,344
18.172,55.254056,2021,345
31.006547,49.935712,2021,346
30.209467,50.801084,2021,347
31.101878,47.295879,2021,348
29.979213,27.789523,2021,349
27.149808,49.218176,2021,350
30.946946,49.184635,2021,351
26.037671,50.5611,2021,352
26.582488,51.926728,2021,353
30.348169,50.627591,2021,354
25.93094,49.700112,2021,355
27.735642,9.18028,2021,356
27.486266,52.64223,2021,357
23.85032,53.654939,2021,358
27.037389,49.561163,2021,359
31.279113,48.881743,2021,360
28.190215,9.804753,2021,361
36.941657,42.172045,2021,362
28.101877000000002,19.251936,2021,363
26.784782,49.955557,2021,364
36.914463,41.895788,2021,365
18.012906,54.572663,2021,366
30.413673,50.538358,2021,367
30.50019,50.446662,2021,368
25.885075,51.539366,2021,369
30.538094,28.493552,2021,370
21.943817,56.034791,2021,371
31.847587,5.055129,2021,372
31.476515,31.743584,2021,373
24.512193,46.862091,2021,374
25.669627,52.404287,2021,375
30.444079,50.498484,2021,376
15.594644,49.12961,2021,377
22.781643,55.814999,2021,378
30.6114,8.262669,2021,379
25.935165,51.610625,2021,380
31.141286,47.871913,2021,381
15.716383,48.799527,2021,382
15.612968,46.015597,2021,383
32.837752,3.24,2021,384
22.609403,54.058939,2021,385
30.86334,27.601022,2021,386
32.064301,49.097656,2021,387
30.437428,50.556005,2021,388
29.711527,19.713693,2021,389
29.600316,28.619658,2021,390
30.482799,25.840944,2021,391
31.695532,5.964816,2021,392
30.670815,26.36774,2021,393
30.489745,50.46897,2021,394
15.332658,46.846222,2021,395
36.746816,43.498877,2021,396
28.714616,8.948334,2021,397
30.67509,47.328722,2021,398
30.705045,26.979526,2021,399
30.996609,49.951241,2021,400
29.049892,48.136649,2021,401
36.916654,43.569163,2021,402
32.299743,49.090892,2021,403
31.325331,32.14284,2021,404
33.849183,12.031911,2021,405
36.458008,41.281177,2021,406
30.852353,27.23199,2021,407
30.877498,5.643232,2021,408
33.015533,46.125782,2021,409
27.545837,52.563349,2021,410
28.835104,22.108367,2021,411
28.890111,9.95198,2021,412
30.391231,50.583967,2021,413
28.734067,9.152728,2021,414
29.551502,28.536617,2021,415
30.340771,47.657856,2021,416
30.424934,47.444194,2021,417
29.898364,47.724517,2021,418
28.757434,22.796331,2021,419
28.852375,9.918249,2021,420
24.607182,54.150855,2021,421
31.494916,5.845709,2021,422
31.693146,47.254978,2021,423
30.379984,50.612475,2021,424
19.335439,56.470227,2021,425
27.998529,48.738866,2021,426
32.853091,12.233011,2021,427
15.824739,48.955631,2021,428
30.89181,49.611982,2021,429
22.539726,53.923017,2021,430
20.375499,55.934713,2021,431
28.839288,22.644924,2021,432
30.180671,7.68974,2021,433
25.175637,47.521959,2021,434
30.812066,27.314636,2021,435
34.714443,36.636444,2021,436
35.803269,-0.214463,2021,437
25.917354,51.564363,2021,438
28.963534,33.183532,2021,439
34.608223,37.901967,2021,440
24.042442,49.198537,2021,441
30.374739,50.592046,2021,442
30.758731,27.103527,2021,443
27.930021,52.195356,2021,444
24.85608,53.621343,2021,445
29.030145,7.519486,2021,446
31.70293,9.243825,2021,447
32.347744,47.458934,2021,448
32.791313,12.698305,2021,449
31.090595,26.613127,2021,450
31.414266,31.363682,2021,451
30.359039,48.262989,2021,452
27.035491,49.604418,2021,453
23.950225,38.268192,2021,454
27.101128,49.310981,2021,455
30.529214,47.587954,2021,456
22.442119,56.700196,2021,457
30.936266,49.844443,2021,458
28.925665,21.505902,2021,459
30.414161,48.093058,2021,460
15.375481,46.837114,2021,461
27.87672,33.68726,2021,462
29.190211,21.530097,2021,463
19.265806,56.178299,2021,464
22.705356,39.035058,2021,465
35.563582,44.284135,2021,466
23.83265,53.626856,2021,467
36.100612,43.629807,2021,468
22.082106,55.978158,2021,469
27.702506,9.174214,2021,470
31.096427,26.619481,2021,471
30.524883,47.628922,2021,472
34.910389,43.432079,2021,473
24.956086,51.549681,2021,474
28.864726,9.923293,2021,475
23.544881,53.323817,2021,476
30.949828,49.881883,2021,477
31.388924,10.606612,2021,478
31.037217,49.823223,2021,479
24.123822,52.746172,2021,480
30.765287,49.988321,2021,481
32.228223,44.252633,2021,482
28.153375,8.967884,2021,483
28.469962,7.512963,2021,484
17.282064,42.405389,2021,485
21.332296,56.699026,2021,486
28.431582,7.514023,2021,487
28.944528,10.022124,2021,488
24.929732,51.565086,2021,489
22.802535,55.849925,2021,490
30.894496,20.084761,2021,491
29.855931000000002,28.525653,2021,492
31.754845,6.143167,2021,493
27.573098,22.340862,2021,494
33.282023,44.431592,2021,495
24.7915,49.182623,2021,496
31.39915,10.02235,2021,497
30.296419,50.089227,2021,498
28.372051,21.940687,2021,499
29.144861,21.453989,2021,500
31.305081,32.153554,2021,501
30.854933,26.622369,2021,502
22.660149,59.410607,2021,503
30.57347,49.934304,2021,504
30.388827,7.906526,2021,505
35.772493,43.996055,2021,506
26.670251,52.013898,2021,507
30.476545,47.741487,2021,508
32.285956,49.004331,2021,509
25.681079,49.409722,2021,510
27.758351,52.170877,2021,511
31.003361,10.062264,2021,512
35.582921,44.250516,2021,513
30.219222,50.787291,2021,514
27.808846,48.865382,2021,515
30.458866,49.093305,2021,516
31.241904,45.255667,2021,517
27.798678,0.462671,2021,518
28.865574,9.936047,2021,519
36.311652,43.755489,2021,520
29.50074,12.971923,2021,521
31.960598,5.216351,2021,522
15.566933,45.796972,2021,523
30.155968,50.409282,2021,524
36.314135,43.744424,2021,525
18.326264,55.680895,2021,526
26.531486,51.948712,2021,527
27.07066,49.576634,2021,528
32.28922,10.974998,2021,529
22.524294,54.050303,2021,530
35.814901,43.256427,2021,531
29.654735,28.358347,2021,532
28.247368,33.253595,2021,533
22.328384,56.470968,2021,534
31.648354,9.171805,2021,535
25.252062,48.102675,2021,536
25.898315,51.525142,2021,537
35.511104,44.375548,2021,538
21.891172,56.847519,2021,539
23.837657,53.664874,2021,540
29.842625,47.846561,2021,541
21.409743,55.745904,2021,542
30.895701,27.344187,2021,543
23.049679,47.236348,2021,544
30.438526,49.116048,2021,545
30.519051,50.513151,2021,546
29.616392,28.628407,2021,547
31.40475,9.853754,2021,548
37.012272,41.584911,2021,549
31.678313,6.048164,2021,550
25.918603,51.51266,2021,551
29.669704,6.724793,2021,552
30.618593,26.706203,2021,553
31.351997,30.317821,2021,554
28.515591,19.869108,2021,555
27.300121,49.687361,2021,556
25.985121,53.161239,2021,557
28.38244,49.255059,2021,558
29.011369,47.666396,2021,559
31.029191,29.7544,2021,560
26.728233,52.027231,2021,561
26.781109,49.999625,2021,562
34.068519,42.360962,2021,563
28.160065,21.225121,2021,564
30.095613,47.760098,2021,565
22.161894,57.045175,2021,566
27.944951,22.383748,2021,567
29.109033,9.666875,2021,568
23.277367,54.229037,2021,569
31.009296,29.836201,2021,570
36.463871,60.850365,2021,571
30.193293,50.924965,2021,572
34.295658,11.404541,2021,573
37.054629,42.133927,2021,574
21.83428,56.681759,2021,575
29.857668,47.800404,2021,576
28.601378,7.259888,2021,577
30.550236,50.488457,2021,578
27.892966,33.553209,2021,579
30.933975,27.555487,2021,580
29.828234,50.27093,2021,581
24.74294,50.218782,2021,582
27.526577,9.624351,2021,583
37.136174,42.793389,2021,584
26.684112,50.109041,2021,585
30.824534,26.470052,2021,586
22.671078,56.246872,2021,587
28.620468,9.787524,2021,588
30.662078,50.329915,2021,589
27.045038,49.581127,2021,590
21.401021,57.875047,2021,591
30.249164,50.853619,2021,592
19.916693,58.085144,2021,593
30.474969,6.473634,2021,594
28.942874,47.966302,2021,595
31.216682,48.496939,2021,596
32.453767,47.298071,2021,597
36.680347,3.123369,2021,598
28.284909,19.923333,2021,599
30.168504,50.40926,2021,600
20.987677,56.774177,2021,601
26.723005,52.103444,2021,602
25.896147,54.549679,2021,603
28.121856,33.279576,2021,604
29.022158,48.012559,2021,605
29.570767,19.623469,2021,606
27.782069,0.631418,2021,607
26.626354,51.986234,2021,608
26.636664,52.222756,2021,609
29.951046,32.507909,2021,610
25.904415,51.507492,2021,611
30.694383,26.973076,2021,612
28.890679,9.967207,2021,613
28.729486,32.820837,2021,614
31.178307,8.105067,2021,615
31.5195,44.55931,2021,616
32.142424,49.196222,2021,617
26.309675,52.544704,2021,618
29.562326,28.822834,2021,619
36.721234,42.598641,2021,620
29.230431,21.551619,2021,621
32.597254,47.54396,2021,622
31.128642,29.845313,2021,623
26.940244,49.480272,2021,624
28.874048,47.953276,2021,625
22.92738,55.804457,2021,626
36.208788,43.575567,2021,627
25.626837,50.120479,2021,628
30.426978,49.099211,2021,629
30.618531,50.388251,2021,630
28.115605,33.287728,2021,631
15.543279,45.955094,2021,632
25.438651,49.36173,2021,633
28.612929,7.501996,2021,634
21.937421,57.074191,2021,635
30.410079,19.581227,2021,636
33.444159,44.261713,2021,637
27.735719,52.198469,2021,638
33.715021,45.900073,2021,639
30.184037,50.371559,2021,640
25.907519,51.562895,2021,641
30.251724,50.788085,2021,642
31.317048,48.777849,2021,643
28.877245,9.951559,2021,644
31.021899,47.326861,2021,645
30.251194,50.777606,2021,646
30.835067,49.76082,2021,647
24.785511,50.218271,2021,648
24.890323,49.210145,2021,649
31.093632,29.868839,2021,650
35.555034,44.267553,2021,651
29.115875,53.211606,2021,652
31.338344,32.109319,2021,653
31.102947,29.878217,2021,654
25.498693,54.307175,2021,655
31.494013,9.493283,2021,656
30.792208,49.789308,2021,657
36.146189,43.774019,2021,658
24.008485,48.716344,2021,659
29.069978,49.477015,2021,660
27.742232,9.919027,2021,661
30.47519,49.093283,2021,662
29.788181,28.552436,2021,663
29.510436,20.201031,2021,664
29.823787,47.755094,2021,665
28.542358,32.932994,2021,666
27.566786,52.534081,2021,667
25.527882,49.216826,2021,668
25.235663,49.337569,2021,669
32.865984,12.232306,2021,670
24.000193,48.088024,2021,671
28.892876,10.022748,2021,672
30.555117,47.392615,2021,673
32.999275,46.212721,2021,674
25.423997,49.245077,2021,675
32.839788,44.292645,2021,676
28.128857,18.790657,2021,677
22.871828,55.612806,2021,678
36.130507,43.785954,2021,679
36.119746,40.819269,2021,680
27.668518,9.878656,2021,681
27.84223,51.859722,2021,682
31.33633,6.05823,2021,683
36.203405,43.719797,2021,684
36.952714,41.657691,2021,685
28.028989,33.777281,2021,686
23.979276,38.226812,2021,687
24.503071,49.09815,2021,688
29.026054,48.141535,2021,689
27.09639,49.066425,2021,690
31.915123,49.38201,2021,691
30.388618,50.569587,2021,692
28.907938,19.800755,2021,693
15.585058,46.165205,2021,694
24.66272,49.144344,2021,695
34.51899,51.245625,2021,696
30.943467,49.629297,2021,697
25.964297,49.230329,2021,698
31.14044,29.853298,2021,699
24.451914,48.153928,2021,700
24.804806,49.206552,2021,701
28.049185,33.348038,2021,702
29.253001,21.548198,2021,703
28.45768,7.518228,2021,704
30.343328,50.230022,2021,705
19.259956,56.4658,2021,706
24.48273,56.614922,2021,707
32.173767,49.059898,2021,708
35.347438,39.773399,2021,709
13.985137,48.177659,2021,710
23.277248,54.260698,2021,711
31.906514,49.268719,2021,712
30.066594,50.895211,2021,713
34.938411,37.992902,2021,714
30.625973,26.943158,2021,715
28.277866,33.319326,2021,716
30.369683,27.2311,2021,717
31.938633,49.336544,2021,718
24.877286,53.073489,2021,719
31.073764,47.261207,2021,720
27.056078,49.597696,2021,721
36.992042,42.002756,2021,722
29.756182,28.00382,2021,723
36.106912,40.87216,2021,724
30.909879,27.217671,2021,725
30.139264,31.302222,2021,726
27.639665,9.86763,2021,727
25.287164,50.797335,2021,728
36.458354,42.669424,2021,729
25.937515,49.715159,2021,730
29.633816,28.717095,2021,731
23.178299,55.497437,2021,732
30.190127,50.864063,2021,733
26.659022,52.142777,2021,734
33.873067,2.660249,2021,735
28.032516,22.297762,2021,736
30.016399,47.539686,2021,737
28.936233,47.949715,2021,738
26.720156,52.136462,2021,739
26.945261,49.631457,2021,740
26.0201,50.564335,2021,741
31.271228,30.16227,2021,742
21.167737,55.837358,2021,743
24.69718,44.972737,2021,744
24.118496,49.117186,2021,745
22.327332,56.48995,2021,746
36.122843,41.045695,2021,747
29.034934,47.540934,2021,748
31.23421,48.969183,2021,749
25.881605,51.560945,2021,750
28.212149,-0.157914,2021,751
28.904512,19.812724,2021,752
19.582016,55.754631,2021,753
37.081891,42.480619,2021,754
25.421298,50.133655,2021,755
30.026389000000002,29.933355,2021,756
24.828411,53.621793,2021,757
27.409611,8.839028,2021,758
24.121676,52.696004,2021,759
33.047958,46.113683,2021,760
25.230717,50.26957,2021,761
28.172588,19.144044,2021,762
25.448887,50.787304,2021,763
35.683157,43.899636,2021,764
24.116224,52.723499,2021,765
26.447245,51.974957,2021,766
29.086361,2.214233,2021,767
37.082109,42.533089,2021,768
35.824034,-0.323703,2021,769
24.882765,49.192413,2021,770
18.435181,55.793715,2021,771
29.796044,47.883582,2021,772
28.581541,17.331534,2021,773
28.374545,48.904452,2021,774
29.955686,32.531886,2021,775
35.677322,44.067317,2021,776
27.483963,52.658367,2021,777
24.855473,53.707012,2021,778
25.965194,50.541478,2021,779
36.963719,42.082585,2021,780
27.663666,33.581559,2021,781
27.906962,52.267957,2021,782
30.826164,8.02968,2021,783
27.552863,52.545147,2021,784
32.905609,3.373592,2021,785
25.267325,50.808889,2021,786
29.003036,48.146238,2021,787
28.175327,33.489518,2021,788
28.414262,7.544034,2021,789
29.818817,47.767001,2021,790
30.138074,50.44258,2021,791
29.638714,28.109297,2021,792
24.459893,48.180818,2021,793
27.472409,33.621765,2021,794
24.465724,48.333513,2021,795
30.57459,47.283755,2021,796
28.868522,33.178421,2021,797
31.67609,6.032429,2021,798
31.000049,49.832631,2021,799
29.021901,47.586187,2021,800
22.674591,54.130148,2021,801
15.347927,46.036715,2021,802
28.650893,7.685182,2021,803
25.595112,50.026024,2021,804
30.896347,5.58494,2021,805
25.914134,51.490364,2021,806
26.776047,52.153169,2021,807
28.660119,7.912294,2021,808
30.004775,27.869156,2021,809
24.938356,51.571042,2021,810
29.527657,28.440961,2021,811
26.442845,52.024734,2021,812
26.166453,49.759783,2021,813
37.025252,42.271085,2021,814
30.1501,50.478953,2021,815
28.116952,33.240712,2021,816
31.864713,6.169681,2021,817
26.053828,50.541494,2021,818
24.062229,54.319881,2021,819
27.025921,49.528073,2021,820
29.877118,47.72718,2021,821
37.080637,42.49635,2021,822
31.900961,6.066475,2021,823
30.799633,49.747006,2021,824
24.751579,50.271655,2021,825
25.666769,50.094172,2021,826
25.0362,49.269322,2021,827
28.453813,19.522226,2021,828
31.921577,49.349335,2021,829
23.825391,53.609635,2021,830
24.212716,54.142473,2021,831
28.527735,20.790438,2021,832
33.029642,46.014553,2021,833
25.749237,54.624878,2021,834
28.984217,47.98718,2021,835
26.818221,52.235916,2021,836
27.80435,33.57797,2021,837
33.409446,44.838784,2021,838
29.94163,50.839763,2021,839
27.716301,9.914833,2021,840
30.617677,26.027579,2021,841
28.969232,33.131336,2021,842
29.884529,31.094508,2021,843
29.019677,48.077384,2021,844
28.399356,49.305401,2021,845
16.930592,53.988327,2021,846
22.345989,56.434488,2021,847
22.31662,56.480811,2021,848
29.006743,47.745857,2021,849
36.948876,42.131755,2021,850
23.529883,53.290528,2021,851
25.865101,51.926486,2021,852
27.670834,22.494246,2021,853
20.881201,57.603118,2021,854
30.720486,49.841103,2021,855
29.991952,47.472441,2021,856
35.691297,43.858871,2021,857
32.525244,6.694352,2021,858
33.751559,12.682631,2021,859
27.731501,9.158156,2021,860
26.788288,50.018075,2021,861
31.07671,49.365304,2021,862
31.402536,31.598573,2021,863
30.291622,50.007705,2021,864
33.692106,46.245418,2021,865
24.485292,48.145991,2021,866
28.721838,7.521473,2021,867
30.694298,27.726205,2021,868
30.167358,50.439939,2021,869
23.244583,54.142538,2021,870
25.018034,55.074468,2021,871
23.976124,38.253564,2021,872
22.432407,53.967065,2021,873
25.9362,51.596054,2021,874
35.798068,-0.180678,2021,875
21.375246,56.718255,2021,876
34.750543,45.171624,2021,877
28.841693,9.906045,2021,878
30.291014,50.063895,2021,879
27.536041,52.553425,2021,880
36.961089,42.052446,2021,881
25.854709,52.039691,2021,882
30.360405,50.607636,2021,883
17.997651,55.161885,2021,884
27.840178,33.577038,2021,885
33.529749,9.684697,2021,886
30.784057,5.509363,2021,887
26.616516,52.045072,2021,888
26.726276,52.071376,2021,889
26.104838,52.143569,2021,890
30.996373,46.219075,2021,891
36.691017,44.070953,2021,892
29.917034,50.878313,2021,893
28.148083,-0.134755,2021,894
28.97521,47.954389,2021,895
26.056809,50.564102,2021,896
38.058234,46.154255,2021,897
28.971051,47.902978,2021,898
30.118511,47.754679,2021,899
27.536928,49.188694,2021,900
30.546264,47.40759,2021,901
18.64326,55.420553,2021,902
24.892083,51.543357,2021,903
35.175183,38.431943,2021,904
21.002182,56.534472,2021,905
21.463014,56.144321,2021,906
28.538049,52.7801,2021,907
27.146619,8.806748,2021,908
25.329288,55.663752,2021,909
25.656622,49.861888,2021,910
26.604108,52.178141,2021,911
22.876625,55.37346,2021,912
31.630858,6.133883,2021,913
23.294186,54.240993,2021,914
24.980019,55.619088,2021,915
18.710148,55.343134,2021,916
36.983784,41.613505,2021,917
24.451847,48.365014,2021,918
19.350706,56.490135,2021,919
24.741584,50.230142,2021,920
30.306189,26.04199,2021,921
36.461826,41.26722,2021,922
24.762139,50.191721,2021,923
31.893774,5.919385,2021,924
35.677864,45.016188,2021,925
15.381749,46.808795,2021,926
31.464198,5.938742,2021,927
35.82949,-0.304908,2021,928
34.888122,10.550237,2021,929
